,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Candid Score,Measured Score,Grounded Score,Suspended Score,J-Axis Coordinate,P-Axis Coordinate
388,Milton Friedman,Calin Copil,site,ii--,guarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,4.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,111.0,Pi,Delta,25.0,6.0,4.0,8.0,-0.6129032258064516,0.3333333333333333
389,Professor Leonard,Calin Copil,fesi,i---,unguarded,2.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,183.0,Je,Alpha,6.0,50.0,2.0,25.0,0.7857142857142857,0.8518518518518519
390,Thomas Sowell,Calin Copil,nife,ii--,guarded,2.0,medium,low,male,1930s,north_america,black/african,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,7.0,7.0,4.0,2.0,7.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,4.0,7.0,4.0,7.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,165.0,Pi,Beta,14.0,30.0,22.0,4.0,0.36363636363636365,-0.6923076923076923
393,Robert Rinder,Calin Copil,tesi,i-i-,unguarded,0.0,,,male,-1,-1,-1,2.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,179.0,Je,Delta,27.0,8.0,4.0,31.0,-0.5428571428571428,0.7714285714285715
400,Daniel Dennett,Calin Copil,nite,ii--,guarded,1.0,,,male,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,103.0,Pi,Gamma,30.0,4.0,6.0,2.0,-0.7647058823529411,-0.5
401,PewDiePie,Calin Copil,neti,i---,unguarded,0.0,,,male,-1,-1,-1,4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,7.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,155.0,Pe,Alpha,10.0,26.0,8.0,29.0,0.4444444444444444,0.5675675675675675
402,Michio Kaku,Calin Copil,fesi,iiii,unguarded,0.0,,,male,-1,-1,-1,0.0,4.0,7.0,4.0,7.0,4.0,2.0,7.0,0.0,0.0,4.0,2.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,0.0,4.0,4.0,0.0,7.0,7.0,4.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,193.0,Je,Alpha,4.0,31.0,11.0,16.0,0.7714285714285715,0.18518518518518517
404,Peter Harvey,Calin Copil,tesi,i---,guarded,1.0,,,male,-1,-1,-1,7.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,4.0,7.0,4.0,2.0,4.0,7.0,0.0,4.0,2.0,0.0,7.0,2.0,2.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,7.0,2.0,172.0,Je,Delta,39.0,13.0,4.0,15.0,-0.5,0.5789473684210527
409,Doug Smith,Calin Copil,fesi,i-i-,guarded,2.0,high,low,male,-1,-1,-1,2.0,7.0,7.0,4.0,7.0,2.0,0.0,7.0,4.0,0.0,2.0,4.0,4.0,2.0,7.0,4.0,2.0,2.0,0.0,4.0,7.0,4.0,7.0,4.0,7.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,192.0,Je,Alpha,16.0,21.0,4.0,32.0,0.13513513513513514,0.7777777777777778
411,Taylor Swift,Ash Rose,tise,ii-i,guarded,0.0,,,female,-1,-1,-1,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,176.0,Ji,Beta,16.0,34.0,25.0,2.0,0.36,-0.8518518518518519
412,Jacob Bowman,Ash Rose,seti,i--i,guarded,3.0,,,male,-1,-1,-1,0.0,4.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,4.0,7.0,7.0,4.0,0.0,7.0,0.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,7.0,4.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,171.0,Pe,Beta,4.0,38.0,30.0,4.0,0.8095238095238095,-0.7647058823529411
417,à-bas-le-ciel,Ash Rose,feni,i-i-,guarded,3.0,,,male,-1,-1,-1,7.0,4.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,7.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,188.0,Je,Beta,19.0,32.0,20.0,2.0,0.2549019607843137,-0.8181818181818182
419,ReviewTechUSA,Ash Rose,teni,i-i-,guarded,0.0,,,male,-1,-1,-1,4.0,4.0,7.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,0.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,7.0,180.0,Je,Gamma,35.0,2.0,27.0,4.0,-0.8918918918918919,-0.7419354838709677
420,Michael Malice,Ash Rose,tesi,i---,unguarded,1.0,,,male,-1,-1,-1,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,4.0,7.0,0.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,154.0,Je,Delta,29.0,4.0,4.0,34.0,-0.7575757575757576,0.7894736842105263
421,Alex,Ash Rose,feni,iiii,guarded,0.0,,,male,-1,-1,-1,7.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,7.0,2.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,221.0,Je,Beta,10.0,27.0,40.0,19.0,0.4594594594594595,-0.3559322033898305
425,Robert Webb,Calin Copil,teni,i---,guarded,0.0,,,male,-1,-1,-1,4.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,2.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,177.0,Je,Gamma,49.0,8.0,16.0,6.0,-0.7192982456140351,-0.45454545454545453
427,Ben,Ash Rose,neti,ii-i,unguarded,0.0,,,male,-1,-1,-1,0.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,2.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,169.0,Pe,Alpha,2.0,27.0,8.0,35.0,0.8620689655172413,0.627906976744186
429,Amelie Lens,Calin Copil,neti,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,7.0,0.0,2.0,0.0,4.0,2.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,7.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,182.0,Pe,Alpha,8.0,40.0,10.0,23.0,0.6666666666666666,0.3939393939393939
430,Lars von Trier,Calin Copil,nite,i--i,unguarded,2.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,2.0,2.0,7.0,2.0,7.0,0.0,7.0,2.0,7.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,2.0,2.0,183.0,Pi,Gamma,36.0,6.0,28.0,2.0,-0.7142857142857143,-0.8666666666666667
433,Matt Field,Calin Copil,sefi,i-i-,unguarded,0.0,,,male,-1,-1,-1,0.0,0.0,4.0,4.0,0.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,163.0,Pe,Gamma,29.0,6.0,35.0,4.0,-0.6571428571428571,-0.7948717948717948
434,Winona Ryder,Calin Copil,fise,ii--,unguarded,2.0,low,medium,female,-1,-1,-1,7.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,158.0,Ji,Gamma,34.0,8.0,16.0,8.0,-0.6190476190476191,-0.3333333333333333
435,Angelina Jolie,Calin Copil,tise,i--i,guarded,0.0,,,female,-1,-1,-1,4.0,7.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,4.0,2.0,4.0,7.0,7.0,4.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,179.0,Ji,Beta,8.0,43.0,19.0,8.0,0.6862745098039216,-0.4074074074074074
441,Michelle Pfeiffer,Calin Copil,tise,i--i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,7.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,4.0,7.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,177.0,Ji,Beta,10.0,36.0,29.0,2.0,0.5652173913043478,-0.8709677419354839
446,Molly Nilsson,Calin Copil,fise,i---,guarded,1.0,,,female,-1,-1,-1,7.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,Ji,Gamma,32.0,8.0,20.0,4.0,-0.6,-0.6666666666666666
449,Anupama Kundoo,Calin Copil,nife,iii-,guarded,1.0,,,female,-1,-1,-1,0.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,7.0,2.0,2.0,4.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,2.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,147.0,Pi,Beta,4.0,43.0,15.0,2.0,0.8297872340425532,-0.7647058823529411
457,Ghostemane,Calin Copil,tise,ii--,guarded,2.0,,,male,-1,-1,-1,4.0,7.0,2.0,4.0,7.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,4.0,7.0,7.0,4.0,2.0,7.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,175.0,Ji,Beta,4.0,44.0,24.0,8.0,0.8333333333333334,-0.5
458,Peter Steele,Calin Copil,sefi,i-i-,guarded,3.0,,,male,-1,-1,-1,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,154.0,Pe,Gamma,22.0,10.0,23.0,2.0,-0.375,-0.84
460,Billy Corgan,Ash Rose,sefi,ii-i,unguarded,2.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,4.0,7.0,4.0,4.0,2.0,2.0,7.0,2.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,156.0,Pe,Gamma,29.0,4.0,21.0,8.0,-0.7575757575757576,-0.4482758620689655
463,Jeff Cavaliere,Calin Copil,fesi,i---,unguarded,1.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,2.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,176.0,Je,Alpha,6.0,39.0,4.0,27.0,0.7333333333333333,0.7419354838709677
464,Wladimir Klitschko,Calin Copil,feni,i---,unguarded,0.0,,,male,-1,-1,-1,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,141.0,Je,Beta,4.0,45.0,10.0,4.0,0.8367346938775511,-0.42857142857142855
465,Vitali Klitschko,Calin Copil,feni,ii--,guarded,2.0,,,male,-1,-1,-1,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,7.0,7.0,2.0,0.0,2.0,4.0,2.0,4.0,7.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,4.0,7.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,156.0,Je,Beta,4.0,39.0,10.0,8.0,0.813953488372093,-0.1111111111111111
467,Cecily Brown,Ash Rose,tine,i--i,unguarded,2.0,,,female,-1,-1,-1,7.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,7.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,149.0,Ji,Alpha,12.0,39.0,2.0,19.0,0.5294117647058824,0.8095238095238095
470,Francis Bacon,Ash Rose,nife,i-i-,guarded,4.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,4.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,136.0,Pi,Beta,4.0,27.0,21.0,14.0,0.7419354838709677,-0.2
489,Usain Bolt,Juan E. Sandoval,seti,i---,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,7.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,7.0,0.0,4.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,134.0,Pe,Beta,4.0,37.0,28.0,2.0,0.8048780487804879,-0.8666666666666667
