Post Title,,Bio,Video URL,Video 2 URL,Video 3 URL,GIF Breakdown,Status,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Alternative,Sex,Age Range,Geography,Ethnicity,Checkbox,Checkbox 1,R1 Rigid Posture Copy,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions
Jack Dorsey,Calin Copil,,https://www.youtube.com/watch?v=uB3xns-E48c&ab_channel=OxfordUnion,,,,,tise,i--i,directive,2,low,high,TiNe,male,-1,-1,-1,,,7,7,4,4,7,0,2,2,4,0,0,4,0,4,4,0,2,7,4,0,4,2,4,2,4,7,7,2,2,7,0,0,0,0,0,0,0,0,0,7,7,7,4,7,4,7,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,0,0,0,0,0,0,0,2,4
Robert Webb,Calin Copil,,https://www.youtube.com/watch?v=4A4KHm3brJE&t=139s,,,,,teni,i---,unseelie,0,,,,male,-1,-1,-1,,,4,4,7,7,7,2,0,0,4,0,4,4,0,0,4,0,0,2,2,2,7,7,7,7,7,0,2,0,0,0,7,4,2,7,7,4,7,7,4,0,0,0,0,4,2,2,0,0,2,2,2,2,4,2,2,0,0,0,0,2,4,0,0,0,0,0,2,0,4,2
Andrew Huberman,Calin Copil,,https://www.youtube.com/watch?v=PRFlydR-gm8&ab_channel=TomBilyeu,,,,,feni,i---,directive,0,,,,male,-1,-1,-1,,,4,7,4,4,7,2,0,2,4,0,2,4,2,2,4,2,0,4,2,2,7,4,2,7,7,0,4,2,4,4,2,0,0,0,0,0,0,0,0,4,0,7,4,2,7,7,7,4,7,0,7,4,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,4,2
Ben,Ash Rose,,https://youtu.be/4lM2_OMAeFY,,,,,neti,ii-i,adaptive,0,,,,male,-1,-1,-1,,,0,4,0,0,0,7,7,4,4,4,4,7,4,4,4,4,2,7,4,0,0,2,2,0,2,0,7,4,4,2,0,0,0,0,0,2,0,0,0,4,2,2,4,7,2,2,4,0,0,0,0,0,0,2,2,4,4,7,7,7,4,4,0,2,2,2,0,0,0,0
Emily,Ash Rose,,https://www.youtube.com/watch?v=oyZu7v2T-Hw,,,,,fise,i-i-,seelie,0,,,,female,-1,-1,-1,,,4,4,0,0,0,0,0,0,2,0,0,4,0,0,0,2,7,7,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,7,0,0,0,0,4,0,0,0,0,0,4,4,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Amelie Lens,Calin Copil,,https://www.youtube.com/watch?v=n5vMbyfwNys&ab_channel=ViewzMagazine,,,,,neti,i---,adaptive,0,,,,female,-1,-1,-1,,,0,7,0,2,0,4,2,7,4,7,7,7,4,4,7,0,2,0,2,0,2,2,2,4,0,2,7,2,0,2,0,2,0,0,0,2,4,0,0,4,7,7,7,4,2,2,0,7,0,0,4,0,4,0,0,2,2,2,0,4,2,2,7,4,4,2,4,0,2,0
Lars von Trier,Calin Copil,,https://www.youtube.com/watch?v=K1zRrUFhqUM&ab_channel=HctorSerrano,,,,,nite,i--i,seelie,2,,,,male,-1,-1,-1,,,0,0,0,2,0,7,7,2,2,7,2,7,0,7,2,7,2,7,4,2,4,4,2,2,2,0,2,0,2,2,4,7,2,4,4,2,7,4,2,0,0,2,0,0,2,0,0,2,0,4,4,4,7,7,2,0,2,0,0,0,0,0,0,0,7,7,2,2,2,2
Paul Walker,Calin Copil,,https://www.youtube.com/watch?v=TVMzubxs4JM&ab_channel=EntertainmentTonight,,,,,seti,i---,adaptive,0,,,,male,-1,-1,-1,,,0,0,0,2,0,7,7,7,4,0,7,7,4,4,0,2,2,4,0,0,2,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,2,2,4,0,2,4,4,0,7,7,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Freya Allan,Calin Copil,,https://www.youtube.com/watch?v=WUUUywQSkYY&ab_channel=YahooAustralia,,,,,fise,i--i,unseelie,1,,,,female,-1,-1,-1,,,7,7,4,4,4,0,0,0,2,0,0,4,0,4,0,0,2,0,2,4,2,2,2,7,2,7,7,2,2,7,2,4,2,7,4,2,7,0,2,0,0,0,0,4,4,2,0,7,7,7,7,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
Matt Field,Calin Copil,,https://www.youtube.com/watch?v=GEl2UNXIN9U&ab_channel=MyLifeatSpeed,,,,,sefi,i-i-,seelie,0,,,,male,-1,-1,-1,,,0,0,4,4,0,7,7,7,4,7,7,7,4,4,0,0,0,2,0,0,2,2,0,4,7,0,2,0,0,0,4,4,0,2,2,4,7,4,2,0,0,0,0,0,4,0,0,2,0,7,0,0,7,7,7,7,2,0,2,0,0,0,0,0,2,2,0,0,4,0
Winona Ryder,Calin Copil,,https://www.youtube.com/watch?v=yS9jeLv26JU&t=206s&ab_channel=TheBobbieWygantArchive,,,,,fise,ii--,seelie,2,low,medium,FiNe,female,-1,-1,-1,,,7,7,2,2,4,0,0,2,4,0,2,2,2,7,2,2,0,0,2,0,4,0,2,0,4,4,7,4,2,4,4,4,2,7,7,2,4,2,2,0,0,0,0,2,2,2,0,2,2,2,4,0,2,2,4,0,0,2,0,2,0,2,2,0,2,2,2,0,4,2
Angelina Jolie,Calin Copil,,https://www.youtube.com/watch?v=LxFtY_48llE&ab_channel=FilmIsNowMovieBloopersExtras,https://www.youtube.com/watch?v=Co0QUZ88A4g&ab_channel=RebaMerrill,,,,tise,i--i,directive,0,,,FeNi,female,-1,-1,-1,,,4,7,7,7,0,0,0,4,0,0,0,4,4,0,0,0,0,2,2,0,7,4,2,4,7,7,4,2,4,7,4,0,2,0,0,2,0,0,0,0,7,7,7,4,7,7,4,0,4,0,7,2,4,2,0,0,0,4,0,0,2,0,2,0,0,2,2,0,4,4
Matt Smith,Calin Copil,,https://www.youtube.com/watch?v=doI8mhVErgs&ab_channel=TopGear,,,,,neti,i-i-,adaptive,0,,,,male,-1,-1,-1,,,0,2,4,4,0,4,7,2,4,4,4,7,2,2,4,4,2,2,0,0,2,2,0,7,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,7,7,7,7,4,4,4,4,4,0,0,0,0,0,0,4,2,7,7,7,0,7,7,4,4,4,7,2,0,4,0
Aaron Sorkin,Hila Hershkoviz,,https://www.youtube.com/watch?v=ExmU0Uy_kgQ,,,,,teni,i---,unseelie,0,,,,male,-1,-1,-1,,,7,7,7,7,0,0,0,2,0,0,2,0,4,0,0,0,4,0,4,0,7,7,4,7,4,0,4,0,4,0,0,4,2,2,0,2,7,2,0,0,2,2,2,0,0,0,0,0,4,2,2,0,0,2,2,0,0,2,2,7,0,0,0,0,0,0,0,0,4,4
Ursula Le Guin,Jacquelyn Scott,,https://www.youtube.com/watch?v=M73cyc9lhhI&t=194s,,,,,teni,ii-i,unseelie,1,,,,female,-1,-1,-1,,,2,7,2,7,7,4,0,4,0,2,0,0,0,0,0,4,4,7,0,4,7,4,2,4,4,2,7,2,2,4,0,4,4,2,4,4,0,0,4,0,0,0,2,0,0,4,0,0,7,4,7,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2
Lucille Ball,Hila Hershkoviz,,https://www.youtube.com/watch?v=-uaTUn0-HCQ,,,,,teni,i---,unseelie,0,,,,female,-1,-1,-1,,,7,7,4,2,2,0,2,0,2,0,0,0,2,2,4,0,4,0,0,0,7,7,0,4,4,0,0,0,0,0,4,7,7,2,0,4,4,0,0,0,0,0,2,0,0,0,0,0,7,2,7,0,0,7,0,0,0,0,0,0,0,0,2,7,0,4,0,0,7,0
Stephen James,Calin Copil,,https://www.youtube.com/watch?v=091riajTPZQ&t=88s&ab_channel=StephenJames,,,,,seti,i---,directive,1,,,,male,-1,-1,-1,,,0,0,0,2,0,7,7,7,4,2,7,7,7,7,0,0,0,2,0,0,2,0,2,2,0,0,7,2,0,0,0,0,0,0,2,0,0,0,0,7,7,7,7,7,4,4,2,0,7,7,7,0,7,4,4,7,0,0,0,0,0,0,0,0,0,2,0,0,2,2
Michelle Pfeiffer,Calin Copil,,https://www.youtube.com/watch?v=4T_mJP-19Lg&ab_channel=TheBobbieWygantArchive,,,,,tise,i--i,adaptive,0,,,,female,-1,-1,-1,,,7,7,4,4,2,0,0,0,2,0,0,7,0,2,2,0,0,2,0,0,7,4,2,2,7,7,4,4,2,7,2,0,4,0,0,2,2,0,0,4,7,7,4,2,4,4,2,2,7,4,7,0,7,2,2,0,0,0,0,0,0,0,0,2,4,7,4,0,0,0
Anna Runkle,Calin Copil,,https://www.youtube.com/watch?v=Gs0Xq79UWdk&ab_channel=CrappyChildhoodFairy,,,,,tesi,i---,seelie,1,,,,female,-1,-1,-1,,,7,7,7,7,4,0,0,2,2,0,4,0,2,0,2,0,0,0,0,7,7,7,2,4,7,0,0,0,0,0,7,4,7,7,7,7,7,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,2,0,0,7,0,0,4,0
Sharon Stone,Calin Copil,,https://www.youtube.com/watch?v=sXFOE6g2x28&ab_channel=TheBobbieWygantArchive,,,,,tise,ii-i,adaptive,0,,,,female,-1,-1,-1,,,4,4,2,4,4,2,0,4,4,0,4,4,4,4,2,0,0,2,2,0,4,4,0,7,7,7,4,2,4,7,4,0,0,4,2,2,0,2,0,2,4,4,4,0,7,7,0,7,7,4,7,2,4,2,4,2,0,0,0,0,0,0,0,0,4,2,7,0,0,0
Christina Aguilera,Jacquelyn Scott,,https://www.youtube.com/watch?v=8OQ-uUz6Eiw,,,,,fise,ii-i,unseelie,0,,,,female,-1,-1,-1,,,4,4,4,4,0,0,0,2,2,0,4,4,4,2,2,0,0,0,0,0,4,4,2,4,4,7,7,4,2,7,0,2,4,2,2,4,2,0,2,0,0,0,4,0,4,4,0,2,7,4,7,2,4,0,0,2,0,0,0,0,2,0,0,0,4,4,2,0,0,0
Ana de Armas,Jacquelyn Scott,,https://www.youtube.com/watch?v=s8_sqw8AzpY,,,,,tise,ii-i,adaptive,0,,,,female,-1,-1,-1,,,4,7,4,4,4,0,0,4,4,2,4,4,2,2,4,0,0,2,2,0,4,4,2,4,4,7,7,4,2,7,0,0,0,4,2,2,2,0,2,7,2,4,2,2,7,7,2,4,4,4,7,2,7,2,4,4,0,0,2,2,0,0,2,0,4,2,0,0,0,0
Molly Nilsson,Calin Copil,,https://www.youtube.com/watch?v=3krYlwPjTIo&ab_channel=,,,,,fise,i---,unseelie,1,,,,female,-1,-1,-1,,,7,7,4,4,2,0,0,2,2,0,0,7,0,2,2,0,2,2,0,0,0,2,0,2,2,7,7,2,4,4,4,4,2,7,7,2,2,0,4,0,0,0,0,2,2,0,4,0,7,7,0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2
Sabine Hossenfelder,Jacquelyn Scott,,https://www.youtube.com/watch?v=walaNM7KiYA&t,https://www.youtube.com/watch?v=rKbQyeP6FI8,,,,site,ii--,unseelie,1,,,,female,-1,-1,-1,,,0,4,2,2,0,4,2,2,4,7,4,4,4,0,2,7,7,7,0,4,4,4,2,4,4,2,4,0,0,2,4,2,4,2,2,2,2,0,2,0,2,2,4,0,0,2,0,0,0,0,7,0,4,0,0,0,4,7,0,0,7,4,2,0,0,0,0,2,0,0
Caroline Dean,Hila Hershkoviz,,https://www.youtube.com/watch?v=GMs70wI68Vk,,,,,sife,ii--,adaptive,0,,,,female,-1,-1,-1,,,4,4,7,2,0,4,7,2,4,7,0,0,0,4,0,2,7,4,0,4,7,4,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,7,7,0,4,0,0,0,0,0,0,0,0,7,7,7,0,4,0,0,0,4,2,0,0,0,0
Anupama Kundoo,Calin Copil,,https://www.youtube.com/watch?v=sewAIuLbgeE&ab_channel=LouisianaChannel,https://www.youtube.com/watch?v=JEnkf6aO4Wg&t=195s&ab_channel=BEOPENFuture,,,,nife,iii-,directive,1,,,,female,-1,-1,-1,,,0,2,4,4,0,2,2,2,4,7,0,2,0,0,0,4,7,4,0,4,4,0,0,2,7,2,2,4,2,7,0,0,4,0,0,0,0,0,0,4,2,4,7,4,7,7,4,4,2,0,4,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
Jane Goodall,Hila Hershkoviz,,https://www.youtube.com/watch?v=t7iIT7fZFZ8,,,,,nife,ii--,adaptive,0,,,,female,-1,-1,-1,,,4,0,2,4,0,0,7,0,0,4,0,0,0,0,0,7,7,7,0,7,4,4,0,4,4,4,2,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Eleonore Stump,Juan E. Sandoval,,https://www.youtube.com/watch?v=Fui2uBDP4Gs,,,,,nife,ii--,directive,2,,,,female,-1,-1,-1,,,0,0,2,2,0,4,7,0,0,4,0,0,0,0,0,4,7,0,7,7,4,4,0,4,4,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,4,0,7,0,7,7,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
Celia Deane-Drummond,Juan E. Sandoval,,https://www.youtube.com/watch?v=-AfHF_TQBkY,,,,,site,i---,seelie,1,,,,female,-1,-1,-1,,,0,0,0,0,0,0,7,2,0,4,0,0,0,0,0,4,7,2,0,7,2,2,0,4,2,0,0,0,0,0,0,4,7,2,0,2,2,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,7,7,4,4,0,0,0,0,0,2,0,0,0,0
Lewis Hamilton,Calin Copil,,https://www.youtube.com/watch?v=wSwO8B90ABM&ab_channel=JackLegend,,,,,tise,i---,directive,0,,,,male,-1,-1,-1,,,7,4,4,4,7,0,2,2,4,0,2,4,2,2,2,0,0,4,4,2,4,2,2,2,4,7,7,2,2,4,0,0,0,0,0,0,0,0,0,4,7,7,4,7,4,4,7,0,2,4,2,2,7,2,4,2,0,0,0,4,2,0,0,0,0,2,0,2,2,0
Ai Weiwei,Jacquelyn Scott,,https://www.youtube.com/watch?v=5QZvSCTVDjk&t=279s,,,,,nife,i---,directive,2,,,,male,-1,-1,-1,,,0,2,0,0,0,4,0,2,0,0,0,0,2,0,0,7,7,7,0,7,2,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,7,4,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,Calin Copil,,https://www.youtube.com/watch?v=B5KOfGhOZZg&t=142s&ab_channel=Goalhanger,,,,,tise,i---,directive,0,,,,male,-1,-1,-1,,,7,4,0,0,2,0,0,0,2,0,0,7,0,2,0,2,2,2,0,0,2,0,0,2,0,4,7,2,4,4,0,0,0,2,2,0,0,0,0,7,4,4,4,7,0,0,7,0,7,7,7,0,7,2,2,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
Loreena Mckennitt,Ash Rose,,https://www.youtube.com/watch?v=pj7m5zfkktw&t=198s,,,,,fine,ii-i,seelie,0,,,,female,-1,-1,-1,,,7,0,2,4,4,2,0,0,4,0,0,0,7,2,7,0,2,2,0,0,7,4,0,0,4,4,7,4,2,4,2,4,7,0,0,0,2,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,4,7,2,0,0,0
Ghostemane,Calin Copil,,https://www.youtube.com/watch?v=L0xW6_ACZCk,,,,,tise,ii--,directive,2,,,,male,-1,-1,-1,,,4,7,2,4,7,0,2,4,2,0,4,7,2,2,0,2,0,2,0,2,2,2,2,2,2,7,7,4,4,4,0,0,0,0,0,2,2,0,0,7,4,4,7,7,4,2,7,2,4,2,4,0,4,2,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0
Peter Steele,Calin Copil,,https://www.youtube.com/watch?v=lC-gjE6fme8&t=102s&ab_channel=fullmetaljackie666,,,,,sefi,i-i-,unseelie,3,,,,male,-1,-1,-1,,,0,2,2,2,0,4,4,4,4,4,7,7,4,4,2,0,2,2,2,0,4,4,2,2,4,2,2,0,2,4,2,2,2,2,0,7,7,0,0,0,0,0,2,4,0,0,2,2,0,2,4,2,7,4,4,0,2,0,0,0,0,0,0,0,2,0,0,4,2,4
Robert Rauschenberg,Ash Rose,,https://www.youtube.com/watch?v=tDUbPqBRPvY,,,,,sife,i---,directive,3,,,,male,-1,-1,-1,,,0,0,0,4,0,4,7,2,4,4,0,2,4,0,0,7,4,4,4,4,4,2,2,2,2,0,0,4,4,2,0,0,0,0,0,0,0,0,0,7,7,7,7,4,2,2,7,0,0,0,0,4,0,4,0,2,,,,,,,4,0,2,0,7,0,0,0
Billy Corgan,Ash Rose,,https://www.youtube.com/watch?v=XJ3hX8ARmwE,https://www.youtube.com/watch?v=NWudlM7M-ZU,https://www.youtube.com/watch?v=XSh7Ei0Gv70,,,sefi,ii-i,seelie,2,,,,male,-1,-1,-1,,,0,0,2,2,0,2,4,2,0,4,7,4,7,4,4,2,2,7,2,4,0,4,4,0,2,2,7,4,2,2,4,4,2,4,2,2,2,7,2,0,0,0,0,2,2,0,0,0,0,2,4,0,2,2,7,4,4,0,0,0,0,0,0,4,2,2,2,0,0,0
Gabrielle Lyon,Calin Copil,,https://www.youtube.com/watch?v=c_RDoEmleJQ,,,,,feni,i---,directive,0,,,,female,-1,-1,-1,,,7,7,7,7,4,0,0,2,4,0,2,2,2,2,0,0,2,2,0,0,7,7,2,4,7,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,7,7,7,4,4,7,2,0,4,0,4,0,4,2,0,0,0,2,0,0,0,0,0,0,0,4,0,2,4,2
Anthony Joshua,Calin Copil,,https://www.youtube.com/watch?v=79Nnr9i2UCk&ab_channel=boxingnewsonline,,,,,seti,i-i-,directive,0,,,,male,-1,-1,-1,,,0,0,4,2,0,4,4,4,7,7,4,7,4,2,0,0,2,2,0,0,2,0,2,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,4,4,4,0,7,7,4,4,0,0,0,0,0,0,0,0,0,4,0,0,2,2
Jeff Cavaliere,Calin Copil,,https://www.youtube.com/watch?v=HvvpcNM_AYo&ab_channel=LondonReal,,,,,fesi,i---,adaptive,1,,,,male,-1,-1,-1,,,7,7,7,7,4,0,0,4,4,0,2,4,2,2,2,2,0,4,4,4,4,4,0,4,7,0,2,2,2,2,0,0,0,2,2,0,2,0,0,7,4,4,2,4,7,7,4,0,0,0,0,0,2,0,2,0,7,2,4,4,4,2,2,2,2,2,0,0,2,0
Wladimir Klitschko,Calin Copil,,https://www.youtube.com/watch?v=FpiLuq1bs-Q,,,,,feni,i---,adaptive,0,,,,male,-1,-1,-1,,,7,7,7,4,2,0,0,0,2,0,2,2,0,2,2,0,2,0,0,0,7,4,2,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,7,7,4,4,7,7,0,2,2,2,4,0,2,0,0,0,0,0,0,2,2,0,0,0,4,7,0,2,2,0
Vitali Klitschko,Calin Copil,,https://www.youtube.com/watch?v=apfplvqJWAs&ab_channel=BILD,,,,,feni,ii--,directive,2,,,,male,-1,-1,-1,,,7,4,7,4,0,0,0,0,2,0,0,7,0,0,2,2,7,7,2,0,2,4,2,4,7,0,0,2,2,7,0,0,0,2,2,0,0,0,0,4,7,4,2,4,7,7,4,0,0,2,2,0,2,2,2,0,2,0,0,2,2,2,0,0,0,0,0,4,4,4
Nassim Taleb,Calin Copil,,https://www.youtube.com/watch?v=a3YOMe4PnKE&ab_channel=EFNEkonomikanalen,,,,,teni,i---,unseelie,2,,,,male,-1,-1,-1,,,4,4,7,7,7,0,2,2,0,0,2,7,0,4,0,4,2,2,2,0,7,4,0,4,7,0,0,2,2,7,7,2,4,4,2,2,4,4,7,0,0,0,0,0,4,4,0,0,4,4,4,2,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2
Cecily Brown,Ash Rose,,https://www.youtube.com/watch?v=c3ZPcC1p6pM&t=138s,,,,,tine,i--i,adaptive,2,,,,female,-1,-1,-1,,,7,4,4,2,4,0,0,2,0,0,0,4,2,0,7,0,0,0,0,0,4,4,2,2,4,2,0,7,4,4,2,0,2,0,4,0,0,0,4,4,4,4,4,7,4,4,4,4,0,0,0,0,2,0,0,0,2,7,4,4,0,0,0,2,2,4,0,0,0,0
David Sinclair,Hila Hershkoviz,,https://www.youtube.com/watch?v=IEz1P4i1P7s,,,,,tise,i--i,adaptive,2,,,,male,-1,-1,-1,,,7,4,4,7,0,2,4,0,0,0,0,2,2,4,0,2,7,2,0,0,4,0,2,4,7,0,4,7,4,4,0,0,0,0,0,0,0,0,0,7,7,7,7,2,7,7,0,4,7,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0
Mike Patton,Ash Rose,,https://www.youtube.com/watch?v=yPMD5GD_0Ss&t=422s,,,,,sefi,iii-,unseelie,2,,,,male,-1,-1,-1,,,0,0,0,2,0,4,4,4,0,7,4,4,2,0,4,0,0,4,0,2,2,4,4,0,7,2,2,7,7,4,7,4,7,4,4,4,4,4,4,0,0,0,0,0,2,0,0,0,7,4,7,0,4,4,2,4,0,0,0,0,0,0,0,2,0,0,0,0,4,2
Francis Bacon,Ash Rose,,https://www.youtube.com/watch?v=xoFMH_D6xLk&ab_channel=JanusZeewier,,,,,nife,i-i-,directive,4,,,,male,-1,-1,-1,,,0,0,2,2,0,2,4,0,2,0,0,0,4,0,7,4,4,0,2,4,4,0,0,2,2,4,7,4,2,0,2,0,2,0,0,0,0,0,0,2,4,2,7,4,2,4,2,0,2,2,4,7,0,0,4,2,0,7,7,0,0,0,0,0,0,0,0,0,4,0
Gabor Mate,Hila Hershkoviz,,https://www.youtube.com/watch?v=AjuwOf1_63g,,,,,nife,ii--,directive,4,,,,male,-1,-1,-1,,,2,0,0,2,0,4,7,2,0,4,0,0,2,0,0,4,7,4,0,4,4,4,0,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,2,7,4,4,4,2,7,7,7,0,2,7,4,0,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0
Aesop Rock,Jacquelyn Scott,"Aesop Rock is an American rapper known for his metaphorically dense and cryptic lyricism. His thought-provoking lyrics often touch on themes of introspection, societal issues, and human psychology. Aesop Rock has released several critically acclaimed albums, showcasing his exceptional wordplay and storytelling abilities. He has been praised for his innovative and complex approach to rap music, solidifying his place as a prominent figure in the underground hip-hop scene.",https://www.youtube.com/watch?v=frYtWb5bJpM,,,,,seti,i--i,adaptive,1,,,,male,1970s,north_america,white/european,,juan_e._sandoval | jacquelyn_scott | peter_j._foy,0,0,2,2,0,7,2,2,2,4,7,4,2,4,2,7,4,0,2,4,2,2,0,0,0,2,7,0,0,4,0,0,0,2,0,0,0,0,0,4,4,4,4,2,0,2,0,2,7,7,7,2,2,2,7,4,0,0,0,0,2,0,0,0,2,2,0,0,0,0
Joel Fuhrman,Hila Hershkoviz,,https://www.youtube.com/watch?v=AR3aKFZRBbQ,,,,,fesi,i---,directive,0,,,,male,-1,-1,-1,,,7,7,7,7,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,2,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,0,2,0,2,0,0,0,0,0,0,7,7,7,0,2,0,0,0,0,2,0,0,0,4
Dr. K,Jacquelyn Scott,,https://www.youtube.com/watch?v=QUjYy4Ksy1E,,,,,teni,i---,unseelie,0,,,,male,-1,-1,-1,,,4,4,7,7,4,2,0,2,2,0,4,2,4,0,4,0,0,2,0,0,4,7,7,4,7,0,2,0,2,2,2,2,4,4,7,7,4,4,4,0,0,0,2,0,4,4,0,0,4,7,7,2,4,2,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,2
Randy Morris,Hila Hershkoviz,,https://www.youtube.com/watch?v=rRdWhlHnYP0,,,,,site,i--i,unseelie,2,,,,male,-1,-1,-1,,,0,0,0,0,0,7,7,4,4,0,7,0,7,0,4,4,7,0,4,7,2,4,0,4,2,0,0,0,0,0,4,2,0,4,0,4,7,4,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,4,7,0,0,7,0,0,0,0,2,0,0
Cara Delevingne,Calin Copil,,https://www.youtube.com/watch?v=0WHkk_vD6gw,,,,,sefi,i---,unseelie,1,,,,female,-1,-1,-1,,,0,0,0,2,0,4,7,2,7,4,7,7,2,7,2,0,0,0,2,0,2,2,2,4,0,0,2,0,0,0,7,0,2,4,2,7,7,4,0,0,4,0,0,0,0,0,0,0,7,7,7,2,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
Oliver Sykes,Calin Copil,,https://www.youtube.com/watch?v=T3MAn4WaBF8&t=62s&ab_channel=AggressiveTendencies,,,,,sefi,ii-i,unseelie,3,,,,male,1980s,western_europe,white/european,,,2,2,2,0,0,4,7,4,7,4,7,4,2,7,0,2,2,7,2,2,0,0,4,2,2,2,7,0,4,2,4,4,0,4,2,2,2,0,0,2,2,2,0,7,0,0,4,0,4,4,4,2,7,4,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,2
