,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
416,Sasha Grey,Ash Rose,fise,iiii,guarded,2.0,,,female,-1,-1,-1,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,7.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,176.0,Ji,Gamma
417,à-bas-le-ciel,Ash Rose,feni,i-i-,guarded,3.0,,,male,-1,-1,-1,7.0,4.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,7.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,188.0,Je,Beta
418,Hitomi Mochizuki,Ash Rose,sefi,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,0.0,4.0,7.0,7.0,7.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,185.0,Pe,Gamma
419,ReviewTechUSA,Ash Rose,teni,i-i-,guarded,0.0,,,male,-1,-1,-1,4.0,4.0,7.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,0.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,7.0,180.0,Je,Gamma
420,Michael Malice,Ash Rose,tesi,i---,unguarded,1.0,,,male,-1,-1,-1,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,4.0,7.0,0.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,154.0,Je,Delta
421,Alex,Ash Rose,feni,iiii,guarded,0.0,,,male,-1,-1,-1,7.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,7.0,2.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,221.0,Je,Beta
422,Jeff Weiner,Calin Copil,feni,ii--,guarded,0.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,7.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,0.0,2.0,4.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,165.0,Je,Beta
423,Austen Heinz,Calin Copil,seti,i---,unguarded,3.0,,,male,-1,-1,-1,0.0,0.0,4.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,7.0,0.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,194.0,Pe,Beta
424,Jack Dorsey,Calin Copil,tise,i--i,guarded,2.0,low,high,male,-1,-1,-1,7.0,7.0,4.0,4.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,7.0,4.0,0.0,4.0,2.0,4.0,2.0,4.0,7.0,7.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,194.0,Ji,Beta
425,Robert Webb,Calin Copil,teni,i---,guarded,0.0,,,male,-1,-1,-1,4.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,2.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,177.0,Je,Gamma
426,Andrew Huberman,Calin Copil,feni,i---,guarded,0.0,,,male,-1,-1,-1,4.0,7.0,4.0,4.0,7.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,7.0,0.0,7.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,177.0,Je,Beta
427,Ben,Ash Rose,neti,ii-i,unguarded,0.0,,,male,-1,-1,-1,0.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,2.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,169.0,Pe,Alpha
428,Emily,Ash Rose,fise,i-i-,unguarded,0.0,,,female,-1,-1,-1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,Ji,Gamma
429,Amelie Lens,Calin Copil,neti,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,7.0,0.0,2.0,0.0,4.0,2.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,7.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,182.0,Pe,Alpha
430,Lars von Trier,Calin Copil,nite,i--i,unguarded,2.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,2.0,2.0,7.0,2.0,7.0,0.0,7.0,2.0,7.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,2.0,2.0,183.0,Pi,Gamma
431,Paul Walker,Calin Copil,seti,i---,unguarded,0.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,4.0,0.0,7.0,7.0,4.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,148.0,Pe,Beta
432,Freya Allan,Calin Copil,fise,i--i,guarded,1.0,,,female,-1,-1,-1,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,4.0,2.0,7.0,4.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,172.0,Ji,Gamma
433,Matt Field,Calin Copil,sefi,i-i-,unguarded,0.0,,,male,-1,-1,-1,0.0,0.0,4.0,4.0,0.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,163.0,Pe,Gamma
434,Winona Ryder,Calin Copil,fise,ii--,unguarded,2.0,low,medium,female,-1,-1,-1,7.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,158.0,Ji,Gamma
435,Angelina Jolie,Calin Copil,tise,i--i,guarded,0.0,,,female,-1,-1,-1,4.0,7.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,4.0,2.0,4.0,7.0,7.0,4.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,179.0,Ji,Beta
436,Matt Smith,Calin Copil,neti,i-i-,unguarded,0.0,,,male,-1,-1,-1,0.0,2.0,4.0,4.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,7.0,7.0,0.0,7.0,7.0,4.0,4.0,4.0,7.0,2.0,0.0,4.0,0.0,196.0,Pe,Alpha
437,Aaron Sorkin,Hila Hershkoviz,teni,i---,guarded,0.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,7.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,137.0,Je,Gamma
438,Ursula Le Guin,Jacquelyn Scott,teni,ii-i,guarded,1.0,,,female,-1,-1,-1,2.0,7.0,2.0,7.0,7.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,4.0,7.0,4.0,2.0,4.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,157.0,Je,Gamma
439,Lucille Ball,Hila Hershkoviz,teni,i---,guarded,0.0,,,female,-1,-1,-1,7.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,7.0,0.0,133.0,Je,Gamma
440,Stephen James,Calin Copil,seti,i---,guarded,1.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,0.0,7.0,7.0,7.0,0.0,7.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,171.0,Pe,Beta
441,Michelle Pfeiffer,Calin Copil,tise,i--i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,7.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,4.0,7.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,177.0,Ji,Beta
442,Anna Runkle,Calin Copil,tesi,i---,unguarded,1.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,158.0,Je,Delta
443,Sharon Stone,Calin Copil,tise,ii-i,unguarded,0.0,,,female,-1,-1,-1,4.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,7.0,7.0,7.0,4.0,2.0,4.0,7.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,7.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,190.0,Ji,Beta
444,Christina Aguilera,Jacquelyn Scott,fise,ii-i,guarded,0.0,,,female,-1,-1,-1,4.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,7.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,7.0,4.0,7.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,151.0,Ji,Gamma
445,Ana de Armas,Jacquelyn Scott,tise,ii-i,unguarded,0.0,,,female,-1,-1,-1,4.0,7.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,7.0,2.0,4.0,2.0,2.0,7.0,7.0,2.0,4.0,4.0,4.0,7.0,2.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,193.0,Ji,Beta
446,Molly Nilsson,Calin Copil,fise,i---,guarded,1.0,,,female,-1,-1,-1,7.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,Ji,Gamma
447,Sabine Hossenfelder,Jacquelyn Scott,site,ii--,guarded,1.0,,,female,-1,-1,-1,0.0,4.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,4.0,4.0,4.0,0.0,2.0,7.0,7.0,7.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,160.0,Pi,Delta
448,Caroline Dean,Hila Hershkoviz,sife,ii--,unguarded,0.0,,,female,-1,-1,-1,4.0,4.0,7.0,2.0,0.0,4.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,4.0,0.0,4.0,7.0,4.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,169.0,Pi,Alpha
449,Anupama Kundoo,Calin Copil,nife,iii-,guarded,1.0,,,female,-1,-1,-1,0.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,7.0,2.0,2.0,4.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,2.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,147.0,Pi,Beta
450,Jane Goodall,Hila Hershkoviz,nife,ii--,unguarded,0.0,,,female,-1,-1,-1,4.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,131.0,Pi,Beta
451,Eleonore Stump,Juan E. Sandoval,nife,ii--,guarded,2.0,,,female,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,7.0,7.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,132.0,Pi,Beta
452,Celia Deane-Drummond,Juan E. Sandoval,site,i---,unguarded,1.0,,,female,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,95.0,Pi,Delta
453,Lewis Hamilton,Calin Copil,tise,i---,guarded,0.0,,,male,-1,-1,-1,7.0,4.0,4.0,4.0,7.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,7.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,7.0,4.0,4.0,7.0,0.0,2.0,4.0,2.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,173.0,Ji,Beta
